movie_production_year,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name
2002,139000000,403706375,418000000,1/1/2002,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure
2015,140000000,31104933,102400000,1/1/2015,Fantasy,Original Screenplay,Live Action,Adventure
2002,140000000,190418803,251349000,1/1/2002,Science Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Action
2003,140000000,111110575,345700000,1/1/2003,Historical Fiction,Original Screenplay,Live Action,Action
2009,140000000,257730019,127950427,1/1/2009,Science Fiction,Based on TV,Live Action,Adventure
2005,140000000,110550000,92468919,1/1/2005,Contemporary Fiction,Remake,Live Action,Comedy
2011,140000000,176654505,193915271,1/1/2011,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2012,140000000,122523060,253217645,1/1/2012,Contemporary Fiction,Based on Toy,Animation/Live Action,Action
2016,140000000,142033688,367900000,1/1/2016,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2014,140000000,65014513,203300000,1/1/2014,Historical Fiction,Based on Religious Text,Live Action,Drama
2002,142000000,160932247,271000000,1/1/2002,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action
2005,145000000,68671925,53000000,1/1/2005,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2011,145000000,209397903,485315327,1/1/2011,Contemporary Fiction,Based on TV,Live Action,Action
2013,145000000,111506430,158300000,1/1/2013,Kids Fiction,Based on TV,Digital Animation,Adventure
2012,145000000,103412758,203488144,1/1/2012,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure
2013,145000000,177002924,439100000,1/1/2013,Fantasy,Original Screenplay,Digital Animation,Adventure
2012,145000000,216391482,530529789,1/1/2012,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2006,149000000,64665672,114691454,1/1/2006,Kids Fiction,Original Screenplay,Digital Animation,Comedy
2008,150000000,227946274,396287998,1/1/2008,Super Hero,Original Screenplay,Live Action,Action
2013,150000000,400738009,873496971,1/1/2013,Kids Fiction,Based on Folk Tale/Legend/Fairytale,Digital Animation,Adventure
2007,150000000,256393010,329139674,1/1/2007,Science Fiction,Based on Fiction Book/Short Story,Live Action,Horror
2007,150000000,206445654,420104041,1/1/2007,Kids Fiction,Original Screenplay,Digital Animation,Comedy
2008,150000000,114053759,213961450,1/1/2008,Kids Fiction,Original Screenplay,Digital Animation,Comedy
2006,150000000,133501348,264000000,1/1/2006,Contemporary Fiction,Based on TV,Live Action,Action
2009,150000000,119436770,173381071,1/1/2009,Kids Fiction,Original Screenplay,Animation/Live Action,Adventure
2007,150000000,292004738,650939197,1/1/2007,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2005,150000000,205343774,153798948,1/1/2005,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2010,150000000,131601062,187941694,1/1/2010,Fantasy,Based on TV,Live Action,Adventure
2013,150000000,73103784,132336603,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2013,150000000,206360018,438240376,1/1/2013,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure
2005,150000000,206459076,269366408,1/1/2005,Kids Fiction,Remake,Live Action,Comedy
2004,150000000,133298577,350862688,1/1/2004,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action
2009,150000000,179883157,194942603,1/1/2009,Super Hero,Spin-Off,Live Action,Action
2008,150000000,180010950,419505894,1/1/2008,Kids Fiction,Original Screenplay,Digital Animation,Comedy
2015,150000000,153636354,219500000,1/1/2015,Science Fiction,Original Screenplay,Live Action,Action
2012,150000000,83670083,221600000,1/1/2012,Fantasy,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Adventure
2011,150000000,181030624,268295994,1/1/2011,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2003,150000000,139259759,288029350,1/1/2003,Science Fiction,Original Screenplay,Live Action,Action
2009,150000000,133375846,357500000,1/1/2009,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2007,150000000,126631277,160963300,1/1/2007,Kids Fiction,Original Screenplay,Digital Animation,Comedy
2011,150000000,165249063,499588484,1/1/2011,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2005,150000000,290013036,606898042,1/1/2005,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2010,150000000,21392758,18157000,1/1/2010,Science Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure
2015,150000000,35088320,88800000,1/1/2015,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2007,150000000,82195215,112800000,1/1/2007,Fantasy,Based on Fiction Book/Short Story,Digital Animation,Adventure
2015,150000000,195042377,505825986,1/1/2015,Contemporary Fiction,Based on TV,Live Action,Action
2003,150000000,281553689,457023240,1/1/2003,Science Fiction,Original Screenplay,Animation/Live Action,Action
2011,150000000,79727149,158475519,1/1/2011,Fantasy,Based on TV,Live Action,Black Comedy
2010,150000000,61979680,80444474,1/1/2010,Fantasy,Remake,Live Action,Horror
2009,150000000,177243721,224987342,1/1/2009,Fantasy,Based on Fiction Book/Short Story,Live Action,Comedy
2007,151000000,319071806,389026399,1/1/2007,Science Fiction,Based on TV,Animation/Live Action,Action
2001,151500000,198539855,250700000,1/1/2001,Dramatization,Based on Real Life Events,Live Action,Action
2004,155000000,34297191,133000000,1/1/2004,Dramatization,Based on Real Life Events,Live Action,Adventure
2015,155000000,89760956,350400000,1/1/2015,Science Fiction,Original Screenplay,Live Action,Action
2010,155000000,104386950,313800000,1/1/2010,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2011,160000000,146408305,209000000,1/1/2011,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2015,160000000,281723902,368799525,1/1/2015,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2014,160000000,200672193,328400000,1/1/2014,Science Fiction,Remake,Live Action,Action
2010,160000000,63150991,154835329,1/1/2010,Fantasy,Based on Short Film,Animation/Live Action,Adventure
2010,160000000,292576195,540008221,1/1/2010,Science Fiction,Original Screenplay,Animation/Live Action,Thriller/Suspense
2006,160000000,60674817,121000000,1/1/2006,Contemporary Fiction,Remake,Live Action,Adventure
2008,160000000,127509326,202300000,1/1/2008,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama
2007,160000000,321012359,484610992,1/1/2007,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure
2012,160000000,238679850,551272961,1/1/2012,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action
2011,163000000,100240551,75669764,1/1/2011,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action
2014,165000000,222527828,429600000,1/1/2014,Science Fiction,Original Screenplay,Digital Animation,Adventure
2010,165000000,238395990,517507886,1/1/2010,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure
2014,165000000,188017894,477400000,1/1/2014,Science Fiction,Original Screenplay,Live Action,Adventure
2010,165000000,217581231,277289760,1/1/2010,Fantasy,Based on Fiction Book/Short Story,Digital Animation,Adventure
2012,165000000,189412677,307098844,1/1/2012,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2014,170000000,93436322,111900000,1/1/2014,Science Fiction,Original Screenplay,Live Action,Adventure
2014,170000000,333172112,438000000,1/1/2014,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure
2004,170000000,120150546,180000000,1/1/2004,Historical Fiction,Original Screenplay,Live Action,Action
2011,170000000,155136755,245880169,1/1/2011,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure
2003,170000000,150358296,282700000,1/1/2003,Science Fiction,Original Screenplay,Animation/Live Action,Action
2014,170000000,208545589,495000000,1/1/2014,Science Fiction,Remake,Animation/Live Action,Adventure
2004,170000000,194949659,124140582,1/1/2004,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure
2014,170000000,259746958,454654931,1/1/2014,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2010,170000000,312128345,311128000,1/1/2010,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure
2008,175000000,102277510,303268449,1/1/2008,Fantasy,Remake,Live Action,Adventure
2007,175000000,100289690,73841639,1/1/2007,Fantasy,Original Screenplay,Live Action,Comedy
2016,175000000,261333678,432700000,1/1/2016,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2009,175000000,150201498,152267519,1/1/2009,Contemporary Fiction,Based on Toy,Animation/Live Action,Action
2015,175000000,356461711,497461374,1/1/2015,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2013,175000000,38362475,113296587,1/1/2013,Fantasy,Original Screenplay,Live Action,Action
2009,175000000,198351526,183335854,1/1/2009,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure
2009,175000000,293004164,438538457,1/1/2009,Fantasy,Original Screenplay,Digital Animation,Adventure
2011,178000000,100206256,264200000,1/1/2011,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action
2014,179000000,47482519,134500000,1/1/2014,Science Fiction,Original Screenplay,Live Action,Action
2007,180000000,140125968,116459914,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Action
2011,180000000,73864507,106183277,1/1/2011,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2013,180000000,241407328,517129407,1/1/2013,Fantasy,Spin-Off,Live Action,Adventure
2005,180000000,291710957,428828615,1/1/2005,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2008,180000000,223808164,308782830,1/1/2008,Science Fiction,Original Screenplay,Digital Animation,Adventure
2012,185000000,237282182,317324350,1/1/2012,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2008,185000000,533345358,469546000,1/1/2008,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2008,185000000,317023851,469534294,1/1/2008,Historical Fiction,Original Screenplay,Live Action,Adventure
2008,186000000,318604126,263839000,1/1/2008,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2014,187500000,123087120,211217569,1/1/2014,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2012,190000000,144840419,206200000,1/1/2012,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2013,190000000,101802906,309200000,1/1/2013,Science Fiction,Original Screenplay,Live Action,Action
2012,190000000,228778661,238602923,1/1/2012,Science Fiction,Based on TV,Live Action,Adventure
2009,190000000,137855863,177853834,1/1/2009,Fantasy,Remake,Digital Animation,Drama
2011,190000000,202359711,329154939,1/1/2011,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action
2014,190000000,351032910,1162986161,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Action
2011,195000000,65187603,132500000,1/1/2011,Fantasy,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Adventure
2011,195000000,352390543,771400000,1/1/2011,Science Fiction,Based on TV,Animation/Live Action,Action
2012,200000000,268488329,475100000,1/1/2012,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2011,200000000,116601172,114600000,1/1/2011,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Action
2010,200000000,172062763,225500000,1/1/2010,Science Fiction,Original Screenplay,Live Action,Adventure
2014,200000000,233921534,513941241,1/1/2014,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action
2009,200000000,125322469,240169323,1/1/2009,Science Fiction,Original Screenplay,Live Action,Action
2009,200000000,166112167,622296372,1/1/2009,Science Fiction,Original Screenplay,Live Action,Action
2010,200000000,334191110,691300000,1/1/2010,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2010,200000000,90759676,223834921,1/1/2010,Fantasy,Based on Game,Live Action,Action
2010,200000000,415004880,654813349,1/1/2010,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2013,200000000,202853933,506142403,1/1/2013,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2012,200000000,408992272,806400000,1/1/2012,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Action
2004,200000000,373524485,410180516,1/1/2004,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure
2011,200000000,234770996,255588055,1/1/2011,Fantasy,Spin-Off,Animation/Live Action,Adventure
2011,200000000,191450875,368704508,1/1/2011,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2012,200000000,304360277,806166704,1/1/2012,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action
2007,205000000,70107728,297154830,1/1/2007,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2005,207000000,218080025,332437332,1/1/2005,Fantasy,Remake,Animation/Live Action,Adventure
2011,209000000,65233400,239984828,1/1/2011,Contemporary Fiction,Based on Game,Live Action,Action
2009,210000000,402111870,434407829,1/1/2009,Science Fiction,Based on TV,Animation/Live Action,Action
2006,210000000,234362462,224997093,1/1/2006,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2010,210000000,105269730,216971858,1/1/2010,Historical Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Action
2014,210000000,245439076,858600000,1/1/2014,Science Fiction,Based on TV,Animation/Live Action,Action
2011,215000000,179020854,475192631,1/1/2011,Science Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure
2015,215000000,652198010,1018130015,1/1/2015,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action
2012,220000000,262030663,495859604,1/1/2012,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure
2008,225000000,141621490,275719798,1/1/2008,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2012,225000000,291045518,376954000,1/1/2012,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2006,225000000,423315812,642900000,1/1/2006,Fantasy,Based on Theme Park Ride,Live Action,Adventure
2012,225000000,623279547,896200000,1/1/2012,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Adventure
2008,230000000,169368427,422323651,1/1/2008,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action
2006,232000000,200120000,173965065,1/1/2006,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure
2014,250000000,255119788,700000000,1/1/2014,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2011,250000000,241063875,804600000,1/1/2011,Fantasy,Based on Theme Park Ride,Live Action,Adventure
2009,250000000,301959197,633124489,1/1/2009,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2015,250000000,326055044,537800000,1/1/2015,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2013,250000000,258366855,702000000,1/1/2013,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2012,250000000,303003568,714000000,1/1/2012,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2015,250000000,459005868,945700000,1/1/2015,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2007,258000000,336530303,554345000,1/1/2007,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure
2010,260000000,200821936,385760000,1/1/2010,Kids Fiction,Based on Folk Tale/Legend/Fairytale,Digital Animation,Adventure
2011,275000000,73058679,209719421,1/1/2011,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2013,275000000,89289910,170700000,1/1/2013,Historical Fiction,Based on TV,Live Action,Western
2012,275000000,448139099,636300000,1/1/2012,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2007,300000000,309420425,654000000,1/1/2007,Historical Fiction,Based on Theme Park Ride,Live Action,Adventure
2015,300000000,200074175,679546748,1/1/2015,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action
